area_type,availability,location,society,total_sqft,bath,balcony,price,house_size,house_type
Super built-up  Area,Ready To Move,Kanakpura Road,independent,1500.0,2,2,69.0,2,0
Super built-up  Area,Ready To Move,Haralur Road,rinceeg,1243.0,2,1,46.0,2,0
Super built-up  Area,Ready To Move,Marathahalli,aiitya ,1575.0,3,0,78.0,3,0
Super built-up  Area,Ready To Move,Kambipura,prrtht ,1082.0,2,1,56.0,3,0
Super built-up  Area,Ready To Move,Konanakunte,independent,1637.0,3,3,73.0,3,0
Super built-up  Area,Ready To Move,Kanakpura Road,puestol,1665.0,3,2,86.58,3,0
Super built-up  Area,18-Dec,Electronic City,goontla,1265.0,2,0,56.93,2,0
Super built-up  Area,21-Dec,Electronic City,konteit,1691.0,2,2,102.0,3,0
Super built-up  Area,Ready To Move,Thanisandra,slaceda,1100.0,2,1,38.0,2,0
Built-up  Area,Ready To Move,Grihalakshmi Layout,independent,24.0,2,2,150.0,5,1
Plot  Area,19-Jan,Gopalkrishna Nagar,independent,1500.0,3,2,62.0,3,1
Built-up  Area,Ready To Move,Hosakerehalli,taonte ,3205.0,5,1,380.0,4,0
Built-up  Area,Ready To Move,Kammanahalli,independent,1666.0,4,1,150.0,5,1
Super built-up  Area,Ready To Move,Choodasandra,grhtiru,1115.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Mysore Road,brama p,1070.0,2,1,45.0,2,0
Super built-up  Area,Ready To Move,Indira Nagar,aentsbe,1128.0,2,2,105.0,2,0
Super built-up  Area,Ready To Move,Budigere,pritytr,1162.0,2,1,57.0,2,0
Super built-up  Area,Ready To Move,Sai Gardens,alivae ,1339.0,2,2,55.0,2,0
Super built-up  Area,Ready To Move,Mahadevpura,neagar ,1192.0,2,2,75.0,2,0
Super built-up  Area,Ready To Move,Haralur Road,dsimaul,1920.0,3,1,115.0,3,0
Super built-up  Area,Ready To Move,Hennur,shateor,1255.0,2,1,52.32,2,0
Super built-up  Area,18-Apr,Rajaji Nagar,prodswe,1357.0,2,1,115.0,2,0
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,independent,1600.0,3,2,75.0,3,0
Super built-up  Area,Ready To Move,Hanumanth Nagar,saersel,1225.0,2,2,55.11,2,0
Plot  Area,Ready To Move,Whitefield,saark h,2400.0,4,3,200.0,4,1
Super built-up  Area,Ready To Move,Kasturi Nagar,independent,1570.0,3,3,80.0,3,0
Super built-up  Area,Ready To Move,Thanisandra,bhmesy ,1093.0,2,2,70.0,2,0
Built-up  Area,Ready To Move,Basaveshwara Nagar,suncy r,1865.0,3,3,145.0,3,0
Super built-up  Area,Ready To Move,Kaikondrahalli,srsica ,1039.0,2,2,80.0,2,0
Super built-up  Area,Ready To Move,Whitefield,suent v,1985.0,3,2,75.0,3,0
Super built-up  Area,Ready To Move,Hosakerehalli,apncyla,1590.0,3,3,49.0,3,0
Super built-up  Area,Ready To Move,Electronic City Phase II,assha a,775.0,2,2,38.0,2,0
Super built-up  Area,Ready To Move,RWF West Colony,pancyre,1000.0,2,1,50.0,2,0
Super built-up  Area,Ready To Move,Hebbal Kempapura,goateds,1800.0,3,2,175.0,3,0
Super built-up  Area,18-Jun,Bommasandra,ssestth,1035.0,2,1,41.0,2,0
Super built-up  Area,Ready To Move,Dasarahalli,syonyph,1520.0,2,1,75.0,3,0
Super built-up  Area,Ready To Move,Whitefield,brlisco,1360.0,2,1,95.0,2,0
Super built-up  Area,Ready To Move,Kodigehaali,shyas s,1117.0,2,2,56.0,2,0
Plot  Area,Ready To Move,KR Puram,esnamin,1200.0,4,3,120.0,4,1
Super built-up  Area,Ready To Move,EPIP Zone,brontla,1330.0,2,1,92.5,2,0
Super built-up  Area,Ready To Move,Marathahalli,prionad,1937.0,3,2,160.0,3,0
Super built-up  Area,18-Aug,Electronic City,prarkun,1128.0,2,1,65.49,2,0
Super built-up  Area,Ready To Move,Neeladri Nagar,natisat,1053.0,2,1,45.0,2,0
Super built-up  Area,18-May,Panathur,prcesvy,1198.0,2,1,77.0,2,0
Super built-up  Area,18-Apr,Marathahalli,spows m,1152.0,2,1,56.0,2,0
Super built-up  Area,17-Dec,1st Block Jayanagar,independent,1200.0,6,2,125.0,6,0
Super built-up  Area,Ready To Move,Frazer Town,maentr ,1625.0,2,1,75.0,2,0
Super built-up  Area,Ready To Move,Kundalahalli,dieldli,1397.0,3,3,105.0,3,0
Super built-up  Area,Ready To Move,Yeshwanthpur,saade e,1523.0,3,3,170.0,3,0
Super built-up  Area,Ready To Move,Kambipura,prrtht ,883.0,2,1,45.0,2,0
Super built-up  Area,Ready To Move,Kaggalipura,baowsig,700.0,1,0,38.0,1,0
Super built-up  Area,Ready To Move,Yelahanka,neite t,1170.0,2,1,62.5,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,shiew t,1200.0,2,2,42.0,3,0
Built-up  Area,Ready To Move,Manayata Tech Park,independent,2400.0,3,2,170.0,3,0
Super built-up  Area,Ready To Move,Kullappa Colony,independent,1480.0,2,2,65.0,2,0
Super built-up  Area,Ready To Move,Akshaya Nagar,dlhtsnd,1897.0,3,2,120.0,3,0
Super built-up  Area,Ready To Move,Rachenahalli,independent,996.0,2,1,67.0,2,0
Super built-up  Area,18-May,Haralur Road,snnia e,1875.0,3,2,110.0,3,0
Super built-up  Area,Ready To Move,Williams Town,independent,1500.0,2,2,98.0,3,0
Super built-up  Area,Ready To Move,Jaya Nagar East,maens g,3095.0,3,3,350.0,3,0
Super built-up  Area,Ready To Move,Ambalipura,sjarkte,1390.0,2,1,175.0,3,0
Super built-up  Area,20-Dec,Yelahanka,un 46th,1450.0,3,0,65.26,3,0
Super built-up  Area,17-Nov,Yelahanka,prensya,697.0,1,0,45.0,1,0
Built-up  Area,Ready To Move,Sarjapur  Road,shthi s,710.0,1,1,27.0,1,0
Carpet  Area,Ready To Move,Iggalur,vaoldma,910.0,2,1,30.5,2,0
Built-up  Area,Ready To Move,Sompura,suiseit,1025.0,2,1,48.0,3,0
Super built-up  Area,18-Aug,Magadi Road,vrenty ,1000.0,2,0,46.5,2,0
Plot  Area,Ready To Move,Harlur,independent,1200.0,4,0,244.0,4,1
Super built-up  Area,18-May,Horamavu Agara,independent,1453.0,2,1,46.48,3,0
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,3335.0,5,2,300.0,4,0
Super built-up  Area,18-Mar,Thanisandra,slityee,971.5,2,0,36.44,2,0
Super built-up  Area,Ready To Move,Bellandur,independent,1281.0,2,1,74.0,2,0
Built-up  Area,Ready To Move,Cooke Town,independent,565.0,1,1,35.0,1,0
Built-up  Area,Ready To Move,Varthur,dsingst,1024.0,2,2,42.0,2,0
Built-up  Area,Ready To Move,Electronic City,suashen,1620.0,3,2,62.0,3,0
Super built-up  Area,Ready To Move,Whitefield,ssthamh,1254.0,2,2,40.0,2,0
Built-up  Area,Ready To Move,Banashankari,skave e,1300.0,2,2,75.0,3,0
Built-up  Area,Ready To Move,Doddakallasandra,independent,1233.0,2,2,43.0,2,0
Plot  Area,Ready To Move,Chokkanahalli,independent,1200.0,1,1,28.0,1,1
Super built-up  Area,18-Oct,Hosur Road,puendwe,1510.0,2,1,105.0,3,0
Super built-up  Area,Ready To Move,Kaggalipura,baowsig,950.0,2,1,65.0,2,0
Super built-up  Area,Ready To Move,Battarahalli,paontwa,1945.0,3,2,97.42,3,0
Super built-up  Area,Ready To Move,Uttarahalli,shierhi,1008.0,2,3,45.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,bhmesy ,1265.0,2,1,79.0,3,0
Super built-up  Area,19-Dec,Hebbal,magiaya,1255.0,2,1,77.68,3,0
Built-up  Area,18-Dec,Kanakpura Road,prityfa,2689.0,6,2,220.0,4,0
Built-up  Area,Ready To Move,Yelenahalli,independent,1200.0,2,2,46.17,2,0
Super built-up  Area,19-Dec,Sarjapur  Road,daivon ,1403.0,3,3,51.63,3,0
Super built-up  Area,Ready To Move,Kudlu Gate,srier p,1535.0,3,2,85.0,3,0
Plot  Area,Ready To Move,Chikkaballapur,independent,1500.0,3,3,100.0,3,1
Super built-up  Area,Ready To Move,Chamrajpet,sihtshe,1475.0,2,2,120.0,3,0
Super built-up  Area,Ready To Move,Uttarahalli,independent,1390.0,2,2,60.47,3,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,independent,1278.0,2,1,53.76,3,0
Super built-up  Area,Ready To Move,VGP Layout,abncees,1133.0,2,2,55.0,2,0
Plot  Area,Ready To Move,Classic Paradise Layout,independent,1560.0,5,1,145.0,5,1
Plot  Area,Ready To Move,Byappanahalli,independent,2900.0,5,2,90.0,5,1
Super built-up  Area,Ready To Move,Kogilu,independent,1170.0,2,1,51.99,2,0
Plot  Area,Ready To Move,Sahakara Nagar,independent,1200.0,3,3,200.0,3,1
Super built-up  Area,18-Dec,Whitefield,prtates,1697.0,3,2,94.79,3,0
Super built-up  Area,Ready To Move,Thanisandra,independent,1651.0,3,3,97.38,3,0
Super built-up  Area,Ready To Move,Vasanth nagar,siace p,1560.0,3,1,188.0,3,0
Super built-up  Area,17-Apr,Hennur Road,koagati,1192.0,2,1,60.0,3,0
Built-up  Area,Ready To Move,OMBR Layout,independent,1078.0,2,3,65.0,2,0
Super built-up  Area,Ready To Move,Kasavanhalli,salisal,1349.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,eladero,1680.0,3,2,120.0,3,0
Super built-up  Area,Ready To Move,Rayasandra,independent,1314.0,2,2,63.0,3,0
Super built-up  Area,Ready To Move,Garudachar Palya,independent,1060.0,2,1,48.7,2,0
Built-up  Area,Ready To Move,Kalyan nagar,slnorma,820.0,2,0,39.0,2,0
Super built-up  Area,Ready To Move,BEML Layout,independent,2000.0,3,2,85.0,3,0
Super built-up  Area,Ready To Move,Kalkere,sothin ,856.0,2,3,40.0,2,0
Super built-up  Area,18-Feb,Rajaji Nagar,puwerun,1621.0,4,0,130.0,3,0
Plot  Area,18-Dec,ITPL,independent,1200.0,3,1,68.4,3,1
Super built-up  Area,Ready To Move,Bannerghatta Road,tgjrava,1484.0,3,2,52.5,3,0
Plot  Area,Ready To Move,T.C. Palya,independent,600.0,5,2,60.0,4,1
Super built-up  Area,Ready To Move,Yelahanka New Town,khatsfl,500.0,1,1,20.0,1,0
Super built-up  Area,Ready To Move,Makali,independent,485.0,1,1,15.0,1,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,independent,1050.0,2,1,42.0,2,0
Super built-up  Area,Ready To Move,Uttarahalli,independent,1617.0,3,3,66.68,3,0
Built-up  Area,Ready To Move,Electronic City,itelaa ,550.0,1,1,16.0,2,0
Built-up  Area,Ready To Move,RWF West Colony,pancyre,1384.0,3,2,62.28,3,0
Super built-up  Area,18-Apr,Devanahalli,independent,1408.0,2,2,85.0,2,0
Built-up  Area,Ready To Move,Uttarahalli,sungsha,1150.0,2,1,49.0,2,0
Super built-up  Area,Ready To Move,Akshaya Nagar,independent,1410.0,2,2,75.0,3,0
Built-up  Area,Ready To Move,Kaggadasapura,adsia f,2150.0,4,1,100.0,4,0
Super built-up  Area,Ready To Move,Koramangala,independent,2292.0,4,1,275.0,3,0
Built-up  Area,Ready To Move,Malleshwaram,maens g,2006.0,3,0,297.0,3,0
Built-up  Area,Ready To Move,Maragondanahalli,arnzafi,1508.0,3,2,70.25,3,0
Built-up  Area,Ready To Move,Ramamurthy Nagar,foghaa ,1040.0,2,2,50.0,2,0
Plot  Area,Ready To Move,TC Palaya,lancy r,1240.0,2,1,60.0,2,1
Super built-up  Area,Ready To Move,Kudlu Gate,srier p,1535.0,3,1,78.0,3,0
Built-up  Area,Ready To Move,Lakshminarayana Pura,rothava,1180.0,2,2,75.0,2,0
Built-up  Area,Ready To Move,Abbigere,independent,2200.0,6,2,68.0,6,1
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1400.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,independent,500.0,1,1,25.0,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,puallhi,1984.0,4,1,146.0,3,0
Plot  Area,Ready To Move,Whitefield,vde 1du,3000.0,5,3,250.0,4,1
Super built-up  Area,Ready To Move,Garudachar Palya,brlisme,1960.0,3,3,160.0,3,0
Super built-up  Area,Ready To Move,Sarjapur  Road,shthi s,1035.0,2,1,45.0,2,0
Built-up  Area,Ready To Move,Vibuthipura,independent,2150.0,4,1,80.0,4,1
Built-up  Area,Ready To Move,Whitefield,mithmn ,1700.0,3,2,115.0,3,0
Super built-up  Area,Ready To Move,Hosakerehalli,taonte ,3024.0,5,1,248.0,4,0
Super built-up  Area,21-Jan,Tumkur Road,sapus s,1586.0,3,1,100.0,3,0
Built-up  Area,18-May,Hennur,asoilul,2264.0,4,0,155.0,3,1
Plot  Area,Ready To Move,Chikka Tirupathi,theanmp,2325.0,4,1,120.0,4,1
Super built-up  Area,Ready To Move,Yelahanka,rarthne,1120.0,2,2,55.0,2,0
Super built-up  Area,18-Jun,Yelahanka,shalkri,1662.0,3,0,67.98,3,0
Super built-up  Area,Ready To Move,Sarjapur  Road,charkgr,1128.0,2,2,59.0,2,0
Plot  Area,Ready To Move,5th Block Hbr Layout,independent,1200.0,6,2,250.0,6,1
Super built-up  Area,Ready To Move,Jigani,dlhtsan,924.0,2,2,65.0,2,0
Super built-up  Area,Ready To Move,Suraksha Nagar,aritafe,1600.0,3,2,52.0,3,0
Super built-up  Area,Ready To Move,Pai Layout,independent,1006.0,2,2,35.0,2,0
Super built-up  Area,Ready To Move,Amruthahalli,srncy r,1200.0,2,2,55.0,2,0
Super built-up  Area,20-Dec,Jalahalli West,independent,1250.0,2,1,62.0,2,0
Plot  Area,Ready To Move,Defence Layout,independent,1200.0,3,1,130.0,3,1
Built-up  Area,Ready To Move,Kannamangala,vbownre,957.0,2,1,56.0,2,0
Super built-up  Area,Ready To Move,Whitefield,ssthamh,1140.0,2,2,41.0,2,0
Super built-up  Area,Ready To Move,Roopena Agrahara,rortsco,1050.0,2,1,67.0,2,0
Super built-up  Area,Ready To Move,Kasturi Nagar,independent,1565.0,3,2,88.5,3,0
Super built-up  Area,Ready To Move,Whitefield,gclmsun,1190.0,2,3,57.0,2,0
Built-up  Area,18-Jan,Whitefield,independent,2842.0,3,2,162.0,3,1
Built-up  Area,Ready To Move,Kanakpura Road,soapesu,1558.67,2,2,65.0,3,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,independent,630.0,1,1,39.0,1,0
Super built-up  Area,Ready To Move,Whitefield,iseenst,1403.0,2,2,60.81,3,0
Super built-up  Area,Ready To Move,Kanakpura Road,slourle,1542.0,2,3,85.0,3,0
Built-up  Area,Ready To Move,Haralur Road,idlleri,2750.0,4,0,220.0,4,1
Super built-up  Area,Ready To Move,Iblur Village,emine p,3596.0,5,1,290.0,4,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,independent,1635.0,2,0,78.0,3,0
Super built-up  Area,Ready To Move,Mysore Road,independent,1239.0,2,1,53.0,2,0
Super built-up  Area,Ready To Move,Dooravani Nagar,puceswn,1596.0,3,1,105.0,3,0
Super built-up  Area,17-Nov,Channasandra,unm 2el,1009.0,2,1,38.34,2,0
Super built-up  Area,18-Jul,Hosa Road,mahesr ,1726.0,3,2,81.99,3,0
Super built-up  Area,Ready To Move,Kudlu Gate,srier p,1535.0,3,2,86.0,3,0
Super built-up  Area,Ready To Move,Banashankari Stage V,independent,1300.0,2,1,58.5,3,0
Plot  Area,Ready To Move,Whitefield,adowslm,3100.0,4,2,465.0,4,1
Super built-up  Area,Ready To Move,Coconut Garden,independent,1800.0,3,3,80.0,3,0
Super built-up  Area,19-Dec,Binny Pete,shestlo,665.0,1,0,50.75,1,0
Plot  Area,Ready To Move,TC Palaya,independent,1500.0,2,1,100.0,3,1
Built-up  Area,Ready To Move,Kalkere,sothin ,925.0,2,2,48.0,2,0
Super built-up  Area,18-Dec,Old Airport Road,jaades ,3356.0,4,0,251.0,4,0
Super built-up  Area,Ready To Move,Gollahalli,arzzare,1395.0,2,1,63.59,2,0
Super built-up  Area,Ready To Move,Sonnenahalli,dsgam s,1415.0,2,1,55.0,3,0
Super built-up  Area,Ready To Move,Begur,arera v,1419.0,2,2,59.0,3,0
Super built-up  Area,18-Feb,Kasavanhalli,brersge,1121.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,Kambipura,independent,1082.0,2,1,45.0,3,0
Super built-up  Area,18-Jun,KR Puram,mcnexva,1100.0,2,1,47.0,2,0
Super built-up  Area,Ready To Move,Hoodi,keers s,1606.0,3,3,89.55,3,0
Built-up  Area,Ready To Move,Billekahalli,independent,1650.0,3,2,88.0,3,0
Super built-up  Area,Ready To Move,Old Airport Road,vadel c,1206.0,2,3,75.0,2,0
Built-up  Area,Ready To Move,Sarjapur  Road,hiidesu,1495.0,2,0,64.0,3,0
Super built-up  Area,Ready To Move,Electronic City,itelaa ,710.0,2,2,16.0,2,0
Super built-up  Area,Ready To Move,Balagere,independent,1210.0,2,1,72.0,2,0
Super built-up  Area,Ready To Move,Nagarbhavi,dsesthr,1523.0,2,2,53.4,3,0
Super built-up  Area,Ready To Move,Whitefield,krine c,1232.0,2,2,45.0,2,0
Super built-up  Area,20-Aug,Rachenahalli,asnowre,680.0,1,1,44.0,1,0
Super built-up  Area,19-Dec,Hebbal,magiaya,1355.0,3,1,83.87,3,0
Super built-up  Area,Ready To Move,Thanisandra,menueno,1430.0,2,2,51.46,3,0
Super built-up  Area,18-Jun,Kothannur,independent,1275.0,2,2,43.85,3,0
Super built-up  Area,Ready To Move,Electronic City,gmown e,1070.0,2,1,56.1,2,0
Plot  Area,Ready To Move,Bettahalsoor,independent,1200.0,3,1,85.0,3,1
Plot  Area,Ready To Move,Electronic City,independent,2000.0,4,0,120.0,4,1
Super built-up  Area,Ready To Move,Bommanahalli,independent,1200.0,2,2,40.0,2,0
Super built-up  Area,Ready To Move,Marathahalli,satatha,1610.0,3,1,90.0,3,0
Super built-up  Area,Ready To Move,Haralur Road,rinceeg,1140.0,2,2,43.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,grrvagr,1143.0,2,2,38.65,2,0
Super built-up  Area,22-May,Jakkur,soinec ,3467.86,6,3,249.0,4,0
Super built-up  Area,Ready To Move,Rachenahalli,sovar s,1530.0,2,2,74.4,3,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,brnia g,980.0,2,2,69.0,2,0
Super built-up  Area,Ready To Move,Whitefield,chodsgr,1485.0,3,2,65.0,3,0
Plot  Area,18-May,Whitefield,woarkem,1500.0,3,1,130.0,3,1
Super built-up  Area,18-Oct,Whitefield,umods w,1280.0,2,1,75.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,bhmesy ,1265.0,2,2,85.0,2,0
Built-up  Area,20-Dec,"ECC Road, Whitefield, ",independent,1132.0,2,1,67.0,2,0
Super built-up  Area,Ready To Move,Ashwath Nagar,sjcerpe,1262.0,2,2,63.0,2,0
Super built-up  Area,Ready To Move,JP Nagar,maentor,940.0,2,1,49.0,2,0
Super built-up  Area,Ready To Move,Seetharampalya,independent,1515.0,3,3,88.0,3,0
Super built-up  Area,Ready To Move,Jigani,dlhtsan,1300.0,3,3,150.0,3,0
Built-up  Area,Ready To Move,Kothanur,independent,1840.0,3,1,69.0,3,1
Built-up  Area,Ready To Move,Electronic City,itvir m,890.0,2,2,45.0,2,0
Super built-up  Area,Ready To Move,Rukmaiah Layout,independent,1655.0,3,2,86.06,3,0
Super built-up  Area,Ready To Move,Hennur Road,sairesa,2060.0,3,1,149.0,3,0
Super built-up  Area,Ready To Move,Bommanahalli,sneur g,1730.0,3,1,96.0,3,0
Built-up  Area,Ready To Move,Yelahanka,leilo e,2195.0,4,2,127.0,3,0
Super built-up  Area,18-Mar,Kathriguppe,independent,1650.0,3,2,125.0,3,0
Plot  Area,Ready To Move,KR Puram,independent,1200.0,2,0,71.0,2,1
Super built-up  Area,18-May,Hosa Road,independent,1079.0,2,1,32.37,2,0
Super built-up  Area,19-Oct,Panathur,caiya d,1085.0,2,1,36.0,2,0
Super built-up  Area,Ready To Move,Yelahanka,independent,1075.0,2,1,51.5,2,0
Super built-up  Area,18-May,Devanahalli Int. Airport,independent,1380.0,2,1,80.0,2,0
Super built-up  Area,Ready To Move,Puttanahalli,independent,1450.0,3,1,65.0,3,0
Super built-up  Area,Ready To Move,Thubarahalli,independent,1200.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,Benson Town,independent,3200.0,4,0,350.0,3,0
Super built-up  Area,21-Jul,Hoodi,goairej,1639.0,3,1,98.32,3,0
Super built-up  Area,Ready To Move,Jakkuru Layout,independent,1200.0,2,1,54.0,2,0
Super built-up  Area,21-Jun,Vijayanagar,saityat,1739.0,3,1,116.0,3,0
Super built-up  Area,20-Dec,Old Madras Road,shmes o,935.0,2,1,32.72,2,0
Super built-up  Area,21-Nov, Thanisandra,bhe 2ko,510.0,1,1,25.25,1,2
Plot  Area,Ready To Move,Devasandra Extension,independent,1200.0,6,3,180.0,6,1
Super built-up  Area,Ready To Move,Nagondanahalli,prestse,1178.0,2,3,47.0,2,0
Built-up  Area,Ready To Move,Chikkalasandra,siourpl,1375.0,2,1,50.0,3,0
Super built-up  Area,Ready To Move,Chandapura,halms s,1065.0,2,1,33.0,3,0
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,independent,1450.0,2,1,50.75,3,0
Built-up  Area,Ready To Move,BEML Layout,independent,999.0,2,3,45.0,2,0
Plot  Area,Ready To Move,Marathahalli,independent,1350.0,4,1,135.0,5,1
Built-up  Area,Ready To Move,Kothannur,independent,1100.0,2,2,40.0,2,0
Super built-up  Area,Ready To Move,Koramangala,wiass g,1835.0,2,3,155.0,3,0
Super built-up  Area,20-Dec,Hoodi,caycend,2090.0,4,0,95.1,4,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,soiewre,1519.0,3,1,93.0,3,0
Built-up  Area,Ready To Move,Dommasandra,asene s,1267.0,3,2,56.0,3,0
Super built-up  Area,Ready To Move,Sanjay nagar,camesa ,1150.0,2,3,72.2,2,0
Super built-up  Area,19-Dec,Marathahalli,prenske,1146.0,2,1,70.0,2,0
Built-up  Area,Ready To Move,Kannamangala,marnaer,1550.0,3,3,65.0,3,0
Built-up  Area,Ready To Move,Chandapura,khityry,850.0,1,1,18.5,2,0
Super built-up  Area,Ready To Move,Richmond Town,kaestid,2200.0,3,0,187.0,3,0
Built-up  Area,Ready To Move,"Sarjapur Road, ",independent,3329.0,3,2,330.0,3,1
Carpet  Area,Ready To Move,Electronics City Phase 1,independent,785.0,1,1,55.0,1,0
Super built-up  Area,Ready To Move,Hebbal Kempapura,gonumpl,2900.0,4,0,300.0,3,0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,avlya a,1610.0,3,2,74.0,3,0
Super built-up  Area,Ready To Move,Bellandur,krine o,921.0,2,2,40.0,2,0
Plot  Area,Ready To Move,Kengeri Satellite Town,independent,850.0,3,2,95.0,3,1
Built-up  Area,Ready To Move,Bannerghatta Road,independent,2700.0,5,0,158.0,5,1
Super built-up  Area,Ready To Move,Sarjapur  Road,socushi,1700.0,3,3,110.0,3,0
Built-up  Area,Ready To Move,Sarjapur,sondaka,1020.0,2,2,35.0,2,0
Super built-up  Area,Ready To Move,Billekahalli,dintsmi,1090.0,2,3,52.0,2,0
Plot  Area,Ready To Move,Bagalur Main Road,independent,3600.0,4,0,300.0,4,1
Super built-up  Area,Ready To Move,Thanisandra,menueno,1185.0,2,2,42.1,2,0
Super built-up  Area,Ready To Move,Doddathoguru,prianhi,850.0,2,1,25.0,2,0
Built-up  Area,Ready To Move,Harlur,prncyrn,1197.0,2,1,84.0,2,0
Super built-up  Area,Ready To Move,Byadarahalli,etntsce,3500.0,3,3,450.0,4,0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,independent,920.0,2,2,39.55,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,i1rtsco,1105.0,2,1,65.0,2,0
Super built-up  Area,Ready To Move,Yeshwanthpur,goandac,1850.0,3,3,100.0,3,0
Super built-up  Area,20-Dec,Judicial Layout,prarepa,1300.0,3,1,64.0,3,0
Built-up  Area,Ready To Move,"Varthur Road, ",independent,1595.0,3,2,76.0,3,0
Built-up  Area,Ready To Move,Horamavu Agara,independent,755.0,2,1,37.49,2,0
Super built-up  Area,21-Dec,Kanakpura Road,independent,1300.0,2,3,69.0,3,0
Built-up  Area,Ready To Move,Bannerghatta Road,independent,1215.0,2,0,50.0,2,0
Super built-up  Area,20-Oct,Kanakpura Road,prarepa,900.0,2,1,46.0,2,0
Super built-up  Area,18-Oct,Banashankari Stage III,independent,1145.0,2,3,58.4,2,0
Super built-up  Area,Ready To Move,Chikka Banaswadi,independent,1093.0,2,2,65.0,2,0
Super built-up  Area,17-Nov,Babusapalaya,independent,1213.0,2,2,41.39,3,0
Super built-up  Area,Ready To Move,Bannerghatta Road,prliare,1654.0,3,2,100.0,3,0
Super built-up  Area,Ready To Move,NGR Layout,independent,1105.0,2,1,52.48,2,0
Super built-up  Area,Ready To Move,Babusapalaya,independent,1611.0,2,2,66.0,3,0
Built-up  Area,Ready To Move,Outer Ring Road East,hoens t,1367.0,2,2,62.0,2,0
Super built-up  Area,Ready To Move,Devanahalli,brntsal,1010.0,2,1,51.0,2,0
Plot  Area,Ready To Move,Kavika Layout,independent,750.0,2,1,75.0,3,1
Carpet  Area,Ready To Move,Vinayaka Nagar,svon hn,1535.0,3,1,95.0,3,0
Super built-up  Area,Ready To Move,Anekal,independent,620.0,2,1,22.0,2,0
Built-up  Area,Ready To Move,Horamavu Agara,independent,982.0,2,1,47.65,2,0
Super built-up  Area,Ready To Move,Banashankari Stage II,independent,1700.0,2,2,150.0,2,0
Super built-up  Area,18-Dec,Whitefield,bslasin,1330.0,2,1,71.0,2,0
